Name,Overall,Value
 D. Horton,49,35000
 E. Ngassaki Ndongo,56,140000
 M. Al Saeed,50,45000
 A. Fägerhag,51,80000
 R. Diarra,62,450000
 J. Yarney,58,190000
 W. Sery,62,240000
 M. Kennedy,54,110000
 F. Muslera,81,11000000
 M. Perg,64,500000
 A. Luque,59,300000
 Lee Jae Ik,61,400000
 S. Al Mutairi,64,375000
 E. Mena,59,300000
 M. Devlin,65,725000
 K. Sterling,57,220000
 Han Hee Hoon,64,450000
 K. Ogawa,58,275000
 H. Gunnlaugsson,56,130000
 O. Aragón,56,150000
 J. Chabalala,65,575000
 C. Burgess,64,600000
 C. Ndiaye,59,220000
 V. Selimović,63,475000
 B. Reeves,50,40000
 S. Haugen,57,200000
 R. Manning,51,70000
 A. Campion,57,110000
 S. Nkansah,62,400000
 P. Nowak,53,100000
 L. Croll,58,170000
 J. Silgado,52,70000
 J. Bamert,60,400000
 Kim Gyeong Min,60,350000
 O. Pehrsson,64,350000
 H. Douglas,56,100000
 J. Suzuki,59,200000
 M. Urynowicz,57,150000
 Song Ju Hun,64,550000
 I. Keita,54,120000
 R. Wood,65,375000
 V. Kovačević,66,700000
 M. Boben,64,600000
 R. Pyke,57,200000
 M. Currarino,56,120000
 H. Starostzik,64,450000
 Y. Çelik,61,350000
 C. Quenum,59,180000
 E. Elizalde,58,250000
 W. Andrade,68,525000
 H. Gjesdal,62,350000
 S. van Looy,60,275000
 N. Mbo,56,110000
 E. Botheim,57,210000
 P. Paya,49,50000
 J. Conze,50,60000
 D. Buglio,51,70000
 J. Gesien,52,110000
 Fabricio,80,11000000
 A. Fallatah,62,350000
 J. Wilson,54,140000
 B. Arapovic,50,60000
 M. Hausjell,56,190000
 K. Takayama,55,120000
 D. Byrne,58,140000
 M. Al Johani,56,140000
 L. Colville,55,120000
 V. Vujinovic,57,220000
 N. Clarke,63,150000
 O. Camilo,60,325000
 N. Loosli,59,300000
 L. White,55,160000
 D. Diaz,52,70000
 T. Klupś,55,160000
 S. Posch,67,1000000
 S. Power,55,170000
 F. Poli,69,850000
 Cristian,62,400000
 A. Sissoko,55,110000
 P. Huntington,70,1000000
 M. Quiroga,64,400000
 N. Awuku,57,210000
 D. Byrtek,62,325000
 I. Oda,59,275000
 D. Turner,53,90000
 Fabio,66,525000
 D. Bedoya,52,70000
 F. Bolkiah,55,170000
 K. Guessoum,56,170000
 C. Metcalfe,50,60000
 D. Lavalée,59,210000
 M. Sagnan,57,190000
 N. Julan,63,675000
 C. Howe,58,140000
 A. Connolly,56,180000
 N. Dohn,50,50000
 N. Fröling,55,160000
 C. Hendry,57,220000
 J. López,54,140000
 M. Okazaki,59,300000
 G. Henriksson,53,70000
 F. Sbuttoni,69,850000
 Y. Salmier,69,1000000
 Z. Medley,59,190000
 P. Niyongabire,51,70000
 J. Verlaat,66,850000
 D. Lemus,57,180000
 J. Pius,63,500000
 M. Fernandes,54,110000
 N. Bizet,58,210000
 C. Gunner,50,60000
 J. Moreno,66,975000
 M. Palionis,64,325000
 J. Ockford,64,450000
 S. Old,60,140000
 L. Prosser,64,350000
 O. Kakay,56,170000
 M. Piter-Bučko,64,300000
 P. Rooney,55,110000
 Y. Arrechea,66,90000
 A. Onana,78,10000000
 I. Boye,59,230000
 William Camargo,60,425000
 M. Lund,53,120000
 F. Shomotun,55,140000
 P. Magnon,55,140000
 C. Kirk,54,150000
 Diego Alende,65,725000
 C. Ramsebner,65,500000
 H. Coulson,53,110000
 J. Pérez,57,210000
 K. Andrzejczak,53,80000
 H. Biggins,50,45000
 M. Gebers,65,375000
 F. Ballas,69,1000000
 B. Karamoko,64,550000
 H. Smith,57,150000
 D. Delaney,69,250000
 A. Kecskés,59,200000
 Jorge Fellipe,64,375000
 M. Carabajal,58,170000
 A. Lopes,84,26000000
 R. Ogle,52,70000
 C. Huanca,58,250000
 K. Callan-McFadden,58,140000
 L. Trejo,63,275000
 J. Durán,60,350000
 L. Steinfeldt,57,150000
 A. Ba,55,130000
 Y. Soneda,50,35000
 S. Pedersen,56,150000
 J. Kamata,60,140000
 Silvério Júnio,60,300000
 B. Wilmot,55,140000
 K. Yamakoshi,62,325000
 C. Schösswendter,67,625000
 M. Imperiale,54,130000
 M. Raguž,57,220000
 A. Ariano,64,475000
 F. Hayakawa,59,170000
 K. Schmeichel,82,14000000
 S. Härtel,53,80000
 S. Des Pres,48,60000
 G. Candia,55,120000
 J. Ward,56,160000
 N. Bazzana,60,275000
 M. Al Bishi,65,400000
 S. Vučur,68,950000
 C. Pérez,62,450000
 Park Byung Hyun,55,90000
 Y. Barka,52,110000
 J. Kristoffersen,58,180000
 A. Bruus,54,140000
 S. McLoughlin,58,250000
 M. Grösch,63,425000
 A. Madu,64,550000
 L. von Piechowski,62,325000
 R. Frantsen,53,60000
 Cha Yeong Hwan,60,200000
 T. Miyamoto,50,50000
 D. Maietta,74,1000000
 B. Dione,56,140000
 L. Sætra,64,450000
 M. Roerslev,53,110000
 Y. Wakizaka,56,120000
 G. Crocci,59,210000
 L. Delgado,59,230000
 T. Totland,50,50000
 K. Burger,62,350000
 A. Ba,66,675000
 O. Edlund,54,110000
 T. Damsgaard,52,100000
 Paulao,64,375000
 S. Al Khayri,54,90000
 H. Lennon,62,350000
 C. Kenna,58,70000
 B. Wright,59,230000
 J. Aspropotamitis,64,575000
 M. Henvey,55,160000
 R. Schallenberg,47,50000
 A. Kravchenko,62,325000
 R. Gorman,53,70000
 L. Brook,53,130000
 P. Szarek,60,275000
 D. Slamar,64,550000
 T. Garratt,54,120000
 B. Tannus,50,60000
 P. Macierzyński,55,170000
 K. Gadzhalov,59,140000
 C. Walsh-O'Loghlen,52,100000
 I. Meite,58,230000
 C. Theoharous,58,250000
 S. Rouiller,60,220000
 C. Omeje,58,140000
 K. Senkbeil,60,300000
 E. Dahlqvist,50,50000
 M. Roberts,60,80000
 C. Ellis,53,120000
 H. Weigelt,63,625000
 J. Bedford,53,120000
 H. Moukoudi,65,1000000
 T. Bola,59,250000
 C. Rojas,56,140000
 C. Saunders,53,100000
 W. Aimson,58,150000
 C. Martínez,55,130000
 L. Thomas,55,160000
 V. Enyeama,78,4000000
 D. Volkmer,63,450000
 M. Al Shanqeeti,53,110000
 T. Nakagawa,51,45000
 E. Banza,53,120000
 W. Díaz,64,30000
 J. Riquett,64,450000
 R. Bidounga,59,240000
 P. Fabian,67,600000
 J. Elsey,63,400000
 L. Krakowczyk,53,130000
 J. Palacios,64,600000
 P. Gazzaniga,70,1000000
 A. Lacey,59,190000
 A. Al Yousif,53,90000
 C. Sepúlveda,53,90000
 F. Noguera,67,875000
 A. Ajdarević,56,130000
 A. Skov Olsen,53,80000
 N. Ferguson,58,250000
 S. Farhan,53,90000
 H. Emiroğlu,58,250000
 A. Byrne,47,60000
 S. McNamee,49,60000
 O. Drost,55,120000
 L. Perrin,57,190000
 P. Cunningham,55,130000
 M. Ryan,78,9000000
 S. Mandić,53,110000
 D. Batth,70,1000000
 P. Vagic,55,160000
 G. Loovens,67,300000
 F. Roepstorff,51,80000
 G. Pender,56,130000
 Bae Seul Gi,65,300000
 M. Fornasier,67,925000
 P. Sánchez,51,60000
 M. Asiri,59,160000
 A. Maldonado,61,500000
 R. van Eijma,57,170000
 Erik Ruiz,62,375000
 T. Haraldsson,55,130000
 G. Castellón,70,1000000
 A. Lazutkin,56,130000
 A. Al Obud,56,150000
 S. Blake,52,50000
 F. Obilor,62,325000
 K. Denkey,57,210000
 G. Lloyd,52,100000
 K. Muskwe,55,140000
 P. Fritsch,55,150000
 G. Figliomeni,64,325000
 C. Goode,62,375000
 Sergio Asenjo,84,25000000
 G. Edmundson,57,160000
 E. Iandolo,54,110000
 N. Cotton,55,120000
 M. Müldür,56,170000
 A. Al Bulayhi,63,300000
 R. Bennett,71,2000000
 F. Neuhold,62,350000
 A. Comrie,52,100000
 K. Krygård,53,80000
 B. Iloski,52,90000
 L. Romo,61,325000
 F. Pardo,57,160000
 P. Schoch,53,110000
 O. Finney,49,60000
 D. López,57,170000
 K. Shibato,53,80000
 I. Koné,56,190000
 K. Konstandopoulos,51,80000
 G. Loria,73,2000000
 B. Owundi Eko'o,63,400000
 K. Fujikawa,47,60000
 J. Butland,81,17000000
 E. Damgaard,51,45000
 J. Angulo,58,140000
 G. Buffon,89,4000000
 A. Skovgaard,60,300000
 F. Forni,58,240000
 M. Volpe,56,160000
 D. O'Shaughnessy,60,250000
 J. Ponticelli,56,190000
 C. Hargreaves,50,40000
 M. Wada,55,130000
 A. Jovanović,66,550000
 F. Godoy,57,210000
 D. Mehmedovic,52,100000
 L. Brown,47,60000
 G. Lillard,63,500000
 R. Solan,53,100000
 J. Wind,57,220000
 C. Kablan,55,90000
 D. Hyam,61,400000
 M. Zettl,53,90000
 O. Shevelyukhin,61,80000
 P. Hristov,61,475000
 A. Al Amri,59,250000
 A. Francis,54,140000
 J. Gerlach,63,350000
 L. Martinelli,66,525000
 T. Cordner,58,160000
 N. Baden Frederiksen,55,110000
 M. Herrera,59,120000
 S. Nachreiner,68,725000
 K. Mellado,55,170000
 Antonio López,61,250000
 N. Boogaard,66,475000
 Alan,56,160000
 L. Ospina,68,925000
 B. Galindo,61,475000
 R. Currie,56,200000
 Herson Alves,55,140000
 L. Petri,51,70000
 J. Valadez,62,450000
 B. Banda,55,130000
 G. Peers,58,90000
 C. Gasser,56,140000
 M. Napa,54,140000
 S. Blaney,53,90000
 P. Teixeira,52,100000
 R. Domínguez,62,475000
 E. Nesterenko,59,220000
 G. Nyamsi,59,220000
 N. McLaughlin,47,60000
 R. Hughes,48,60000
 C. Oliver,57,160000
 A. García,60,275000
 S. Yawson,51,70000
 J. Vargas,62,375000
 B. Folami,56,190000
 J. Simpson,52,100000
 J. van der Werff,57,190000
 G. Niedermeier,68,600000
 R. Córdoba,63,350000
 U. Fredriksen,57,190000
 N. Bellikli,52,80000
 T. Freriks,58,200000
 A. Björnström,54,90000
 M. Doyle,54,110000
 J. Olofsson,48,60000
 E. Guerrero,63,375000
 D. Zipa,53,130000
 D. Konate,61,300000
 N. Uche,53,120000
 D. Horst,66,425000
 D. Hadzikadunić,60,325000
 M. Shabow,53,100000
 K. Alexandersson,58,160000
 E. Mbende,63,450000
 A. Holm,61,230000
 S. Al Khaibari,61,210000
 P. Kirk,52,60000
 M. Warming,51,80000
 L. Jones,62,375000
 A. Ingegneri,61,275000
 D. Seaborne,63,275000
 C. Tilt,64,500000
 T. Mahrer,64,375000
 A. Daniels,50,50000
 R. Kurisawa,57,30000
 A. Maciel,58,180000
 M. Ortíz,60,230000
 C. Greger,63,450000
 F. Blažek,51,70000
 A. Russo,66,475000
 M. Gillam,54,140000
 Y. Schmid,58,180000
 A. Nef,65,130000
 F. Rosso,65,400000
 S. Mullings,57,150000
 M. García,55,120000
 L. Hedlund,53,120000
 V. van den Bogert,59,200000
 H. Bellman,52,100000
 L. Rodríguez,60,240000
 W. Boyle,61,300000
 M. Kaastrup,55,160000
 M. Migliorini,66,650000
 K. Wootton,57,150000
 Y. Hiraoka,64,300000
 T. Issa,55,170000
 A. Benga,59,150000
 H. Noda,56,180000
 M. Pongračić,63,725000
 M. Pinto,67,375000
 S. Gregov,60,200000
 B. Šerbečić,62,600000
 E. Quejeda,67,525000
 S. Tomisawa,60,60000
 J. Vivas,59,190000
 O. Kolak,57,160000
 L. Mosevich,60,325000
 R. Kristo,59,200000
 T. Dallison,59,220000
 Nelsildo Reis,76,5000000
 C. Toselli,75,4000000
 A. Gritsaenko,60,250000
 M. Asllani,51,80000
 G. Gibson,54,140000
 N. da Silva,54,90000
 M. Jadama,61,325000
 T. Escorza,53,90000
 J. Campaz,53,130000
 N. Anderton,53,80000
 N. Córdoba,53,90000
 A. Sørensen,52,90000
 A. Pierre,63,450000
 E. Palomeque,66,775000
 F. Cosciuc,57,200000
 B. Molloy,54,30000
 L. Vallier,53,110000
 A. Pereira,53,100000
 B. Nugent,63,425000
 A. Burke-Gilroy,52,110000
 S. Sharkey,56,90000
 S. De Prycker,57,150000
 M. Ogboe,55,110000
 I. Messaoud,54,110000
 A. Berntsson,62,375000
 J. Buus,52,60000
 C. Bolger,63,425000
 R. Tierney,54,130000
 J. Hardy,57,220000
 R. McGinley,54,120000
 L. Demaj,50,60000
 A. De Oliveira Maia,56,160000
 E. García,60,350000
 Cleylton Santos,66,700000
 J. Antwi-Nyame,53,120000
 D. Bates,63,575000
 M. Gomez,58,180000
 N. Malić,64,350000
 Jeon Ji Hyeon,50,40000
 C. Dean,64,500000
 J. Davis,59,170000
 L. Morrison,54,120000
 S. Laitinen,51,60000
 I. Alsultanov,58,240000
 J. Yabur,49,50000
 B. Sambo,53,80000
 A. Karadağ,61,250000
 B. Nlaté,58,140000
 V. Mustafa,57,180000
 D. Pik,54,130000
 V. Milinković-Savić,71,2000000
 T. Müller,59,180000
 C. De las Salas,56,170000
 J. Ramhorn,60,275000
 Guaita,77,5000000
 G. Kelly,56,140000
 A. Yasser,61,275000
 F. Ruíz,61,325000
 M. Khubrani,62,325000
 Pol Moreno,57,130000
 J. García,64,375000
 A. Brorsson,61,350000
 K. Reaves,59,210000
 O. Sowunmi,61,275000
 P. Camará,56,160000
 Jaume,76,7000000
 H. Cardwell,55,120000
 S. Owens,53,110000
 H. Lloris,88,38000000
 M. Kavdanski,64,325000
 E. Lamptey,50,60000
 E. Capradossi,65,725000
 Y. Uekusa,56,35000
 J. Kabongo,56,180000
 T. Schättin,52,70000
 M. Ndione,54,100000
 D. Casey,57,160000
 L. Souchaud,63,525000
 W. Nightingale,60,300000
 A. Linnér,54,110000
 T. Haitz,62,325000
 W. O'Hora,55,150000
 C. Peters,53,120000
 V. Adeboyejo,50,45000
 A. Conway,47,60000
 J. Ikoma,55,110000
 F. Monetti,74,4000000
 B. Hansen,60,240000
 M. Al Suwailem,51,50000
 A. Waagan,53,120000
 E. Ávila,63,275000
 L. Recalde,59,200000
 A. Jallow,53,90000
 A. Read,50,40000
 M. Al Zubaidi,52,70000
 K. Jameson,58,160000
 S. Takahashi,62,350000
 P. Golubickas,50,60000
 J. Margetts,54,90000
 J. Penrice,52,90000
 J. Rivas,64,350000
 M. Bustgaard Larsen,53,120000
 F. Murray,51,80000
 N. Herranz,57,130000
 T. Yasui,49,45000
 O. Ozdemir,52,80000
 D. Cortés,54,140000
 A. Googe,56,190000
 J. Mangert,58,230000
 G. Doherty,50,45000
 H. Hansen,63,425000
 A. Koljic,53,80000
 Marcelo Djaló,65,625000
 D. Martinović,56,160000
 O. Hawsawi,60,230000
 O. Ünlücifci,54,110000
 W. Omsberg,62,425000
 R. MacLean,55,140000
 J. Hammar,63,475000
 F. Strauss,64,550000
 M. Maranda,59,300000
 R. Dingwall,52,110000
 D. Lasik,54,120000
 S. O'Connor,56,140000
 W. Graham,55,170000
 C. Maghoma,59,250000
 E. Crona,55,160000
 S. Odey,55,170000
 D. Szufryn,61,170000
 B. Diallo,59,130000
 F. Schiller,64,425000
 T. Möller,52,100000
 M. Miller,54,110000
 M. Feeney,60,375000
 B. Heneghan,63,425000
 Andrés Fernández,76,4000000
 J. Krasniqi,52,70000
 L. Kramer,57,180000
 M. Andersen,52,100000
 F. Konstandeliasz,49,60000
 L. Collins,47,60000
 F. Luckeneder,62,375000
 K. Waddell,58,250000
 O. Yılmaz,60,140000
 A. Gudjónsson,56,170000
 O. Aga,55,180000
 M. Kwietniewski,53,120000
 Diogo Nunes,58,150000
 C. Scott,55,170000
 Y. Al Musallam,62,200000
 D. Pierias,51,60000
 J. Lundstram,47,60000
 I. Lurati,58,200000
 D. Djulbic,64,140000
 D. Thøgersen,52,90000
 Y. Çetin,60,300000
 I. Boggino,65,375000
 H. Offia,53,90000
 S. Machino,54,100000
 N. Kawaguchi,56,100000
 G. Akkan,58,240000
 J. Cruz,59,220000
 A. Ligi,67,650000
 A. Zeqiri,53,140000
 A. Öhman,52,70000
 J. Borgmann,55,100000
 M. Raynes,62,240000
 J. Stenmark,50,50000
 K. Velde,54,100000
 C. Sıkılmaz,54,130000
 A. Majok,54,120000
 M. Baldisimo,47,60000
 N. Marthinussen,52,80000
 A. Livingstone,52,110000
 M. Riemann,69,750000
 J. Ferreira,54,150000
 M. Johansson,62,350000
 David Alba,62,425000
 W. Ali,55,140000
 Lee Tae Ho,62,300000
 T. Maeno,51,30000
 K. Navas,85,24000000
 K. Nissen,55,130000
 C. Masterson,60,375000
 M. Toni,58,160000
 J. Chancellor,64,500000
 C. Strohdiek,67,600000
 L. Hoffmann,59,220000
 G. Bojanich,65,300000
 M. Akoto,58,250000
 I. Ocampo,53,120000
 W. Hahn,73,3000000
 C. McLennan,52,100000
 R. Norrington-Davies,52,90000
 João Morelli,53,130000
 Douglas,57,140000
 M. Nade,59,220000
 Kim Woo Suk,60,325000
 K. Kouassivi-Benissan,51,70000
 L. Wade-Slater,51,50000
 E. Tweed,47,45000
 L. Grant,74,2000000
 J. Aitchison,54,140000
 J. Roberts,55,160000
 S. Nakagawa,53,110000
 Yoo Ji Ha,59,300000
 T. Hamer,53,100000
 N. Leighton,54,140000
 D. Harvie,54,90000
 T. Courtois,89,59000000
 F. Dietz,57,220000
 P. O'Connor,58,170000
 R. Meshino,51,70000
 Y. Contreras,52,100000
 Ángel,52,80000
 J. McNerney,63,350000
 A. Davies,58,200000
 M. Fisch,57,120000
 G. Zajkov,63,450000
 J. Püschel,52,70000
 A. Heredia,60,275000
 M. Tokich,52,100000
 A. Stasiak,55,130000
 P. Phillips,47,60000
 C. Magerusan,54,100000
 J. Gallagher,54,110000
 Y. Amankwah,64,375000
 J. Oblak,89,62000000
 I. Pearce,55,130000
 B. Babic,53,90000
 K. Viveros,53,130000
 M. Facklam,58,190000
 M. Bani,68,1000000
 B. Yılmaz,55,150000
 Y. Sommer,82,18000000
 G. Wüthrich,62,450000
 K. Cantwell,56,110000
 D. Subašić,84,18000000
 J. Umerah,53,130000
 R. Bushiri,61,450000
 S. Seddon,50,60000
 M. Zeroual,56,150000
 J. Pupe,58,180000
 R. Porteous,57,190000
 T. Salquist,60,300000
 S. Gönitzer,52,70000
 T. Abrahams,53,120000
 R. Woodcock,50,50000
 S. Whaler,50,60000
 C. Lucchetti,70,120000
 M. Dembélé,54,130000
 A. Lund,55,150000
 L. Matarrese,57,140000
 M. Fischer,52,80000
 M. Bürki,59,200000
 T. Ominami,56,180000
 C. Maher,48,50000
 M. Fraga,72,2000000
 C. Simpson,53,130000
 D. Sharkey,50,45000
 Casillas,82,3000000
 D. Miya,56,110000
 P. Krachunov,61,200000
 Pepe Reina,83,10000000
 E. Tallig,52,100000
 F. Uzelac,62,375000
 Neto,81,14000000
 C. Schoissengeyr,64,500000
 M. Nelson,61,15000
 O. Kıvrak,77,6000000
 B. Ruiz,55,150000
 Park Jun Hyeong,61,275000
 G. Rulli,82,21000000
 E. Wikström,50,60000
 Ci Tian,53,100000
 A. Civet,57,160000
 Alisson,84,31000000
 F. Prohart,51,80000
 D. Minz,57,140000
 L. Santelices,64,275000
 D. Liszka,51,60000
 H. Al Jasim,53,80000
 J. Cillessen,81,15000000
 Jordi Masip,73,3000000
 M. Vorm,78,5000000
 K. Pagliuca,57,230000
 K. Ekman,52,110000
 M. ter Stegen,87,44000000
 Pau López,81,17000000
 J. Quiñones,57,140000
 N. Smith,60,220000
 Isaac Becerra,74,4000000
 X. Tomas,60,140000
 H. Hollis,62,325000
 S. Al Nashmi,51,50000
 A. Hosawi,55,60000
 T. Petrović,53,120000
 Y. Cardinale,77,8000000
 M. Frese,53,90000
 L. Kerrigan,51,70000
 L. Freestone,53,100000
 S. Vollesen,51,70000
 Juan Carlos,69,825000
 A. McGovern,51,70000
 H. Andersson,56,170000
 W. Nowak,53,120000
 L. Grossi,58,200000
 K. Yoshino,61,300000
 J. Cotterill,57,190000
 V. Konstantinidis,55,70000
 G. Newell,52,80000
 M. Juel Andersen,58,250000
 M. Foy,49,60000
 Kiko Casilla,80,9000000
 L. Jackson,60,275000
 N. Ortiz,57,120000
 M. Ruschmeier,51,50000
 A. Federici,72,1000000
 S. Cartwright,52,90000
 J. Albert,58,140000
 M. Jay,52,70000
 F. Kaya,53,120000
 R. Koczor,63,300000
 Adán,82,14000000
 S. Lorenz,58,180000
 J. Gray,52,80000
 J. Zoet,80,13000000
 T. van de Berg,58,200000
 Javi Varas,76,3000000
 M. Beye,56,110000
 A. Tataev,57,190000
 J. Hollywood,51,60000
 C. McCarthy,59,200000
 J. Knowles,54,100000
 S. Palma,56,160000
 A. Suljic,55,120000
 O. Dytyatev,60,170000
 C. MacDonald,52,100000
 R. Webb-Foster,53,130000
 E. Phipps,53,90000
 R. Nzeza,57,190000
 K. Katz,53,110000
 Felipe Ferreyra,53,130000
 A. Egholm,61,80000
 J. Morris,51,80000
 M. Haile-Selassie,53,120000
 J. Pask,56,120000
 R. Bennett,55,100000
 A. Didic,59,210000
 N. Datković,68,1000000
 F. Wiedl,50,50000
 T. Mannek,53,90000
 P. Schmieder,52,90000
 D. Drescher,63,350000
 D. Jefferies,54,130000
 M. Willock,57,140000
 S. Proto,77,3000000
 Miguel Ángel,61,350000
 A. Benedyczak,52,100000
 C. Zamora,60,300000
 L. Walker,54,120000
 A. Hofer,49,45000
 S. Shotton,55,140000
 O. Ustari,73,2000000
 H. Lopes,64,450000
 D. Butterworth,50,40000
 O. Zapata,55,130000
 T. Heaton,81,11000000
 D. Conroy,56,140000
 A. Marchesín,78,8000000
 G. Sakai,50,45000
 S. Al Masrahi,63,275000
 N. Samayoa,58,170000
 A. Areola,80,14000000
 A. Cvetkovic,55,110000
 A. Chrzanowski,58,180000
 S. Strózik,54,140000
 Y. Uchimura,48,25000
 I. Skrobotov,58,230000
 A. Berisha,50,60000
 S. Twine,52,100000
 J. Gamonal,68,750000
 L. Burián,72,1000000
 F. Delaveris,51,70000
 D. Jarl,63,400000
 M. Breunig,49,60000
 S. Mignolet,80,10000000
 J. Esquivel,54,130000
 C. Mbulu,58,190000
 Y. Akbulut,51,40000
 O. Dale,51,80000
 M. Howard,53,120000
 G. Donnarumma,82,27000000
 J. Vidović,64,400000
 K. Garcia,61,250000
 B. Warland,56,120000
 Julen Etxabeguren,60,220000
 F. Sinclair-Smith,50,60000
 A. Papadopoulos,52,90000
 J. Larsen,52,100000
 R. Yamada,51,70000
 J. Alnwick,68,975000
 T. Baack,56,170000
 C. Ehlich,48,50000
 J. Eriksen,50,50000
 T. Meziani,53,100000
 A. Kovačević,60,240000
 V. Golemić,61,275000
 A. Sorge,62,350000
 W. Szczęsny,84,25000000
 B. Reynolds,51,80000
 L. Reilly,51,70000
 B. Nygren,51,80000
 D. Mooney,49,45000
 A. Bark,51,70000
 R. Minor,60,160000
 E. Sandberg,56,160000
 R. Edmonds-Green,54,130000
 G. Ray,60,275000
 M. Nugent,49,50000
 A. Hayashi,68,575000
 E. Alfonso,68,600000
 T. Horn,84,31000000
 O. Klitten,51,70000
 Calzado,60,100000
 D. Evangelista,51,50000
 D. Mirfin,64,250000
 O. Dzonlagic,49,45000
 S. Nishikawa,71,1000000
 B. Gartland,64,325000
 O. Rybka,72,2000000
 M. Tokida,56,100000
 A. Ben Lamin,53,110000
 Serantes,76,6000000
 H. Oeftger,48,60000
 I. González,56,140000
 F. O'Mara,55,100000
 J. Egan,50,50000
 M. Huber,58,120000
 Jeong Tae Wook,62,525000
 L. Pierre,53,130000
 L. Załuska,67,180000
 V. Demirel,75,1000000
 J. Mitchell,64,550000
 V. Mannone,71,1000000
 G. Morrison,53,100000
 S. Handanovič,88,34000000
 S. Ortega,72,3000000
 Ryu Eon Jae,50,40000
 L. Fesser,58,150000
 I. Hajtic,60,400000
 E. McCormack,51,50000
 R. Senhadji,56,140000
 I. Diop,56,160000
 M. Edwards,58,9000
 F. Langsdorf,53,80000
 S. Ruffier,84,20000000
 N. Lyngø,54,100000
 J. Ortíz,56,170000
 M. Roberts,48,60000
 S. Romero,80,9000000
 M. Rossmann,62,375000
 H. Smolders,57,150000
 M. Augustin,55,150000
 J. Martin,53,110000
 G. Sarris,58,110000
 R. Bürki,81,15000000
 S. Kopp,61,325000
 T. Staubli,52,100000
 D. Collins,49,50000
 J. Tucker,53,110000
 M. Frithzell,52,70000
 M. Kristensen,54,90000
 M. Moric,50,60000
 L. Acosta,71,2000000
 M. Perin,84,30000000
 J. Hansen,73,2000000
 N. Rimando,71,160000
 B. Leno,85,34000000
 M. Platt,54,80000
 R. Kawai,53,4000
 J. Barrigan,53,130000
 A. Borg,51,70000
 A. Zahui Bazoukou,54,100000
 J. Ellis,50,50000
 L. Clark,53,110000
 J. Smylie,53,90000
 O. Escalante,61,250000
 D. Marino,58,100000
 A. Disasi,61,375000
 F. Marchetti,77,3000000
 G. Corbo,52,100000
 N. Pejović,56,170000
 J. Uras,52,100000
 C. Farren,52,80000
 O. Pérez,71,160000
 D. Soidik,49,50000
 C. Enemark,51,70000
 A. Dobbs,51,80000
 R. Deakin,53,90000
 A. Alesevic,55,90000
 Adrián,78,6000000
 K. Høgh,51,70000
 H. Darling,53,110000
 O. Björtuft,53,110000
 S. Baddy Dega,53,110000
 M. Al Sharimi,51,45000
 Kim Tae Han,59,190000
 C. Nugent,48,45000
 C. Chantzopoulos,59,180000
 S. Daly-Bütz,49,45000
 M. Putnocký,71,1000000
 A. Delap,48,45000
 P. Bahanack,53,80000
 O. Hassett,46,45000
 L. Pintor,54,150000
 H. Pernía,56,90000
 D. Dennehy,55,60000
 J. Bachmann,57,120000
 J. Pestaña,56,180000
 S. Antonijevic,62,250000
 K. Casteels,80,13000000
 C. Muñoz,68,60000
 A. Penny,58,200000
 D. Latorre,52,100000
 M. Payares,57,150000
 E. Bodholdt-Larsen,53,110000
 D. Kovačić,57,120000
 L. Jordan,49,60000
 A. Al-Habsi,73,950000
 D. Gibbons,51,50000
 M. Bunn,71,1000000
 V. Reitstetter,52,80000
 Kwon Ki Pyo,51,60000
 K. Westwood,75,3000000
 J. Deschamps,65,275000
 T. Knowles,50,50000
 K. Tshiembe,52,100000
 K. Poprawa,54,100000
 A. Krivoruchko,67,450000
 R. Kruppa,55,120000
 Munir,70,1000000
 J. Villalpando,64,250000
 André Luis Neitzke,57,80000
 C. Kameni,79,6000000
 G. Güvenç,67,725000
 A. Babos,52,110000
 S. Lavelle,55,110000
 Oier,73,3000000
 Sergio Rico,81,17000000
 K. da Graca,55,130000
 W. Caballero,79,3000000
 P. Kapp,55,120000
 F. Núñez,69,70000
 D. Dumont,52,80000
 M. Svilar,65,875000
 S. Scuffet,72,3000000
 M. Schuhen,69,1000000
 Mateus Tangil,67,525000
 J. Lewis,73,2000000
 T. Krul,75,4000000
 V. Babacan,79,10000000
 J. O'Keeffe,50,60000
 R. Sykes,53,80000
 L. Butroid,53,110000
 P. Petlach,56,170000
 A. Battle,49,60000
 A. Pucheta,58,150000
 C. Sang,50,35000
 S. Pedersen,52,90000
 L. Steele,69,600000
 Iván Cuéllar,75,3000000
 A. Begović,80,9000000
 K. Rowles,52,100000
 Fabio,53,80000
 S. Mai,65,625000
 S. Foss,50,40000
 A. McCarthy,76,6000000
 B. Moritz,51,70000
 Pacheco,78,9000000
 F. Tägtström,55,120000
 D. Sánchez,67,500000
 P. Pentke,70,1000000
 Kepa,82,21000000
 J. White,51,60000
 J. Gibson,48,60000
 J. McLaughlin,70,1000000
 L. Gordon,53,80000
 A. Stamatelopoulos,50,60000
 Cláudio Ramos,76,7000000
 L. Karius,80,14000000
 M. Günok,71,1000000
 G. Cuevas,50,50000
 A. McGregor,73,950000
 C. Tovar,55,150000
 A. Famewo,54,90000
 K. Al Qahtani,56,110000
 T. Holmes,53,110000
 S. Hausner,52,90000
 E. Andreassen,48,50000
 A. Kwarasey,69,825000
 Diego Mariño,75,5000000
