Special,Value,Age,Overall
1462,725000,34,71
1462,425000,33,69
1461,140000,18,54
1461,925000,23,66
1461,220000,18,57
1461,375000,20,61
1461,325000,20,61
1461,70000,22,52
1461,150000,26,58
1461,100000,21,53
1461,525000,19,63
1461,450000,16,60
1461,1000000,24,69
1461,300000,19,59
1461,475000,21,62
1461,210000,23,59
1461,275000,24,60
1461,550000,26,65
1461,220000,19,57
1461,160000,24,58
1461,130000,21,56
1461,1000000,26,70
1461,825000,20,66
1460,300000,32,65
1460,950000,21,68
1460,550000,26,65
1460,200000,31,62
1460,250000,20,59
1460,220000,20,59
1460,120000,21,57
1460,100000,22,55
1460,190000,21,58
1460,275000,19,60
1460,825000,20,64
1460,550000,19,61
1460,975000,22,67
1460,140000,20,55
1460,240000,21,59
1460,150000,17,57
1460,220000,21,58
1460,825000,18,66
1460,230000,22,60
1460,80000,20,52
1460,400000,30,65
1460,200000,20,59
1460,200000,29,61
1460,700000,21,64
1459,160000,17,55
1459,400000,22,62
1459,60000,36,64
1459,375000,19,61
1459,375000,25,63
1459,425000,19,62
1459,160000,27,59
1459,1000000,20,68
1459,400000,16,60
1459,110000,17,52
1459,180000,19,58
1459,400000,17,61
1459,400000,22,61
1459,275000,18,59
1459,2000000,24,70
1459,120000,20,54
1459,90000,35,63
1459,375000,20,61
1459,160000,20,58
1458,110000,18,55
1458,400000,31,64
1458,70000,17,51
1458,160000,24,58
1458,250000,25,60
1458,875000,23,67
1458,220000,17,58
1458,325000,28,63
1458,120000,29,59
1458,240000,29,62
1458,240000,24,60
1458,210000,25,60
1458,60000,20,51
1458,170000,19,55
1458,220000,22,59
1458,425000,29,65
1458,200000,22,58
1458,170000,17,55
1458,120000,28,59
1458,160000,18,55
1458,825000,25,67
1458,300000,23,60
1458,140000,19,56
1457,160000,19,57
1457,275000,19,58
1457,80000,22,53
1457,600000,20,63
1457,200000,19,58
1457,300000,27,63
1457,425000,18,60
1457,180000,16,56
1457,220000,19,57
1457,525000,18,61
1457,160000,17,56
1457,220000,25,60
1457,350000,23,61
1457,400000,24,62
1457,275000,24,61
1457,1000000,21,69
1457,160000,18,55
1457,325000,19,59
1457,170000,23,58
1456,1000000,25,69
1456,350000,24,62
1456,150000,17,54
1456,200000,31,62
1456,1000000,22,69
1456,975000,22,67
1456,550000,21,63
1456,1000000,24,68
1456,350000,21,61
1456,325000,26,61
1456,275000,34,68
1456,300000,22,60
1456,1000000,28,70
1456,190000,22,59
1456,180000,17,56
1456,200000,19,58
1456,850000,24,67
1456,230000,21,58
1456,500000,24,63
1456,150000,25,58
1456,230000,24,60
1456,300000,26,61
1456,110000,18,55
1456,425000,22,62
1456,220000,19,59
1456,575000,25,64
1456,425000,20,61
1456,400000,16,60
1455,425000,23,63
1455,425000,17,60
1455,1000000,19,65
1455,1000000,23,67
1455,375000,28,64
1455,625000,19,64
1455,180000,33,64
1455,130000,19,56
1455,1000000,20,68
1455,70000,24,54
1455,275000,21,59
1455,80000,23,53
1455,60000,27,54
1455,100000,19,53
1455,180000,17,57
1455,775000,20,64
1455,130000,21,57
1455,1000000,29,70
1454,300000,24,61
1454,325000,21,61
1454,350000,22,61
1454,450000,32,67
1454,350000,24,62
1454,130000,19,56
1454,230000,20,59
1454,550000,21,63
1454,275000,18,58
1454,775000,18,63
1454,130000,19,55
1454,375000,21,62
1454,1000000,24,68
1454,160000,17,56
1454,425000,18,60
1453,325000,24,61
1453,250000,25,61
1453,140000,22,57
1453,180000,19,57
1453,475000,20,63
1453,700000,23,66
1453,325000,19,59
1453,400000,26,64
1452,350000,24,61
1452,650000,19,64
1452,325000,25,61
1452,140000,21,56
1452,35000,37,58
1452,775000,20,65
1452,850000,28,69
1452,600000,20,63
1452,140000,18,58
1452,275000,23,60
1452,220000,19,57
1452,275000,18,59
1452,800000,21,65
1452,1000000,23,69
1452,110000,18,54
1452,425000,22,63
1452,220000,24,60
1451,525000,32,68
1451,130000,20,53
1451,425000,20,62
1451,250000,33,66
1451,775000,24,66
1451,625000,20,63
1451,130000,35,65
1451,400000,21,62
1451,300000,20,60
1451,350000,27,63
1451,1000000,24,68
1451,100000,18,53
1451,140000,18,54
1451,325000,19,59
1451,210000,23,59
1451,180000,17,57
1451,6000000,34,80
1451,170000,18,55
1451,325000,22,60
1450,120000,17,53
1450,45000,19,50
1450,675000,25,66
1450,375000,21,61
1450,375000,28,63
1450,180000,21,58
1450,425000,21,63
1450,90000,26,56
1450,230000,17,58
1450,375000,29,63
1450,170000,19,55
1450,675000,20,62
1450,475000,18,61
1450,1000000,30,71
1450,250000,18,58
1449,275000,34,68
1449,950000,33,71
1449,70000,33,57
1449,130000,19,54
1449,100000,20,55
1449,625000,28,67
1449,200000,21,58
1449,140000,19,55
1449,450000,23,63
1449,450000,22,61
1449,190000,29,61
1449,625000,27,66
1449,170000,22,58
1449,650000,25,66
1449,325000,18,59
1448,130000,18,54
1448,160000,17,56
1448,210000,17,57
1448,450000,28,65
1448,600000,24,65
1448,180000,22,59
1448,160000,19,58
1448,220000,20,59
1448,350000,19,60
1448,375000,20,61
1448,425000,22,62
1448,140000,18,54
1448,220000,19,57
1448,160000,19,57
1448,140000,18,54
1447,525000,22,63
1447,600000,21,64
1447,600000,21,63
1447,525000,21,63
1447,160000,17,55
1447,250000,19,59
1447,1000000,20,68
1447,375000,19,61
1447,275000,25,61
1447,350000,20,60
1447,400000,21,61
1447,825000,20,66
1447,240000,19,59
1447,170000,19,56
1447,525000,30,65
1447,130000,21,55
1447,130000,18,55
1447,350000,22,62
1447,200000,23,59
1447,230000,16,57
1447,140000,18,56
1447,2000000,22,70
1447,110000,21,54
1446,160000,18,55
1446,20000,36,59
1446,700000,28,67
1446,350000,19,60
1446,375000,22,62
1446,250000,19,59
1446,650000,22,64
1446,375000,21,62
1446,130000,23,57
1446,425000,16,60
1446,425000,33,69
1446,3000000,27,72
1446,625000,18,62
1446,525000,20,63
1446,275000,22,60
1446,875000,27,68
1446,325000,19,59
1445,250000,19,59
1445,350000,19,61
1445,350000,23,61
1445,140000,18,56
1445,250000,17,58
1445,1000000,28,70
1445,130000,19,53
1445,240000,21,59
1445,425000,18,60
1445,325000,18,59
1445,200000,23,59
1445,70000,19,52
1445,3000000,20,70
1445,100000,18,53
1445,130000,19,56
1445,90000,21,54
1445,1000000,23,68
1445,180000,16,56
1445,1000000,23,69
1445,400000,24,62
1445,350000,25,62
1445,325000,20,60
1445,350000,19,60
1445,500000,20,62
1444,170000,31,61
1444,250000,17,58
1444,140000,18,56
1444,475000,30,66
1444,475000,27,64
1444,425000,16,60
1444,300000,26,61
1444,325000,19,59
1444,350000,23,61
1444,160000,20,57
1444,220000,22,59
1444,575000,22,63
1444,230000,21,59
1444,300000,21,60
1444,275000,16,58
1444,120000,21,56
1444,425000,18,61
1444,1000000,18,68
1444,425000,20,62
1443,400000,30,65
1443,210000,23,59
1443,525000,20,62
1443,375000,32,66
1443,775000,26,67
1443,130000,29,58
1443,800000,19,65
1443,100000,18,52
1443,300000,21,60
1443,475000,18,62
1443,375000,29,63
1443,300000,31,64
1443,60000,32,57
1443,3000000,28,73
1443,400000,21,61
1442,130000,19,53
1442,575000,22,64
1442,160000,28,59
1442,325000,18,59
1442,45000,24,51
1442,160000,19,58
1442,375000,27,64
1442,775000,18,63
1442,1000000,26,68
1442,1000000,31,71
1441,500000,16,61
1441,375000,26,62
1441,130000,21,55
1441,425000,29,65
1441,750000,21,65
1441,300000,27,63
1441,110000,20,55
1441,550000,20,61
1441,425000,19,62
1441,150000,22,57
1441,400000,23,62
1441,550000,23,64
1441,600000,29,67
1441,475000,20,62
1441,950000,18,64
1441,140000,20,57
1441,325000,21,60
1441,350000,20,60
1441,425000,24,63
1441,210000,23,59
1441,2000000,23,70
1441,70000,17,51
1441,525000,25,65
1440,1000000,28,71
1440,90000,27,56
1440,250000,29,61
1440,130000,18,55
1440,300000,23,61
1440,60000,20,51
1440,250000,20,58
1440,150000,18,54
1440,475000,22,62
1440,150000,20,56
1440,400000,30,65
1440,675000,22,65
1440,275000,30,63
1440,325000,22,60
1440,900000,23,67
1440,240000,18,58
1439,170000,19,57
1439,1000000,24,69
1439,130000,21,56
1439,4000000,30,74
1439,230000,18,58
1439,925000,21,67
1439,120000,22,57
1439,425000,17,60
1439,70000,17,51
1439,130000,19,53
1439,2000000,23,71
1439,90000,36,66
1439,80000,24,53
1439,70000,16,52
1439,130000,21,55
1439,120000,18,53
1439,210000,19,59
1438,900000,24,67
1438,140000,23,57
1438,240000,23,60
1438,475000,24,64
1438,160000,20,58
1438,250000,26,60
1438,575000,31,66
1438,375000,19,61
1438,500000,17,61
1438,600000,21,63
1438,160000,20,58
1438,275000,24,60
1438,240000,19,58
1438,500000,20,62
1437,275000,22,60
1437,350000,23,61
1437,325000,18,59
1437,1000000,20,65
1437,36000000,23,85
1437,140000,20,56
1437,550000,28,65
1437,300000,22,61
1437,100000,21,54
1437,775000,23,65
1437,300000,24,61
1437,60000,17,50
1437,450000,38,75
1437,1000000,29,71
1437,525000,18,61
1437,500000,25,64
1437,300000,31,64
1437,525000,20,63
1437,170000,22,58
1437,210000,29,60
1437,200000,20,58
1437,220000,24,60
1436,120000,22,57
1436,160000,19,56
1436,725000,22,65
1436,200000,20,58
1436,1000000,26,70
1436,230000,18,58
1436,275000,34,68
1436,275000,24,60
1436,425000,18,62
1436,190000,18,57
1436,250000,17,58
1436,250000,19,58
1436,650000,19,62
1436,1000000,23,68
1436,875000,19,64
1436,725000,20,65
1436,275000,19,58
1436,100000,20,54
1436,50000,33,55
1436,725000,19,63
1436,275000,19,58
1436,2000000,25,71
1436,700000,29,68
1435,80000,22,53
1435,700000,25,66
1435,150000,18,57
1435,130000,21,56
1435,325000,28,62
1435,220000,25,60
1435,140000,19,56
1435,160000,18,55
1435,90000,23,55
1435,525000,18,61
1434,100000,19,54
1434,500000,17,61
1434,625000,28,67
1434,625000,28,67
1434,120000,21,54
1434,425000,18,60
1434,850000,23,67
1434,250000,16,58
1434,210000,18,57
1434,600000,27,66
1434,425000,21,62
1434,450000,27,64
1434,110000,24,55
1434,425000,17,60
1434,240000,20,59
1434,425000,17,60
1434,425000,23,63
1433,220000,21,58
1433,325000,19,61
1433,130000,19,53
1433,130000,19,53
1433,170000,16,55
1433,230000,18,59
1433,170000,19,55
1433,250000,20,58
1433,160000,33,61
1433,600000,29,67
1433,160000,17,56
1433,600000,23,65
1433,475000,24,64
1433,350000,19,60
1433,180000,20,58
1433,475000,22,63
1433,60000,33,59
1433,110000,18,53
1433,220000,19,57
1433,190000,19,56
1433,210000,19,58
1433,210000,17,57
1433,90000,27,57
1433,80000,19,51
1432,450000,20,61
1432,1000000,22,68
1432,700000,28,67
1432,150000,19,57
1432,180000,23,58
1432,180000,16,56
1432,300000,29,62
1432,120000,17,53
1432,70000,20,51
1432,130000,21,56
1432,400000,27,63
1432,230000,20,58
1432,120000,23,57
1432,90000,31,57
1432,110000,35,64
1431,180000,21,58
1431,1000000,24,69
1431,450000,19,60
1431,240000,18,58
1431,110000,17,52
1431,120000,21,57
1431,1000000,20,65
1431,600000,19,62
1431,90000,21,54
1431,240000,19,58
1431,925000,23,66
1431,10000,37,59
1431,525000,31,67
1431,100000,17,52
1431,325000,18,59
1431,90000,18,52
1431,150000,18,56
1431,80000,19,51
1431,425000,29,65
1431,950000,33,71
1430,200000,21,58
1430,180000,17,56
1430,160000,19,56
1430,300000,28,63
1430,300000,22,60
1430,240000,22,59
1430,130000,19,54
1430,250000,16,58
1430,200000,19,57
1430,80000,21,54
1430,150000,30,59
1430,150000,21,57
1430,170000,20,57
1429,1000000,32,72
1429,160000,21,57
1429,130000,25,58
1429,275000,19,58
1429,300000,17,59
1429,275000,18,58
1429,600000,31,68
1429,450000,19,60
1429,70000,17,51
1429,475000,22,63
1429,120000,20,57
1429,70000,16,51
1429,50000,23,51
1429,300000,23,60
1429,1000000,26,69
1429,300000,22,60
1429,160000,16,55
1429,425000,21,61
1429,325000,19,59
1429,190000,19,59
1429,875000,19,64
1429,130000,19,53
1429,70000,17,51
1429,275000,18,58
1428,1000000,25,68
1428,60000,28,55
1428,210000,19,59
1428,275000,20,58
1428,325000,17,61
1428,325000,25,62
1428,230000,21,59
1428,80000,18,53
1428,325000,23,61
1428,400000,25,63
1428,350000,20,60
1428,1000000,33,72
1428,875000,19,64
1428,170000,19,56
1428,110000,20,55
1428,725000,33,70
1428,170000,31,61
1427,160000,20,57
1427,160000,17,55
1427,1000000,32,72
1427,425000,18,60
1427,325000,19,59
1427,90000,20,52
1427,220000,22,59
1427,45000,38,66
1427,110000,26,57
1427,425000,25,63
1427,275000,19,60
1427,900000,26,68
1427,1000000,28,70
1427,275000,25,61
1427,120000,18,53
1427,190000,22,59
1427,375000,20,61
1427,220000,22,59
1427,100000,18,52
1426,150000,21,57
1426,100000,16,52
1426,425000,18,60
1426,450000,27,65
1426,210000,24,59
1426,90000,18,52
1426,200000,29,61
1426,90000,22,55
1426,180000,17,56
1426,300000,17,59
1426,625000,22,64
1426,240000,19,58
1426,1000000,21,68
1426,550000,25,64
1426,425000,18,60
1425,240000,21,59
1425,140000,18,54
1425,775000,18,63
1425,230000,18,59
1425,325000,19,59
1425,300000,28,63
1425,250000,18,58
1425,300000,19,59
1425,120000,18,53
1425,925000,20,65
1425,375000,31,65
1425,250000,24,60
1425,350000,24,62
1425,375000,21,61
1425,1000000,33,72
1425,210000,24,59
1425,350000,21,61
1424,100000,18,53
1424,525000,32,68
1424,180000,17,56
1424,250000,33,66
1424,160000,20,55
1424,725000,19,63
1424,60000,17,51
1424,500000,29,66
1424,2000000,27,71
1424,130000,19,53
1424,775000,25,67
1424,550000,20,61
1424,700000,25,66
1424,350000,19,60
1424,2000000,34,75
1424,1000000,25,68
1423,230000,16,57
1423,130000,20,55
1423,180000,21,57
1423,130000,17,53
1423,400000,21,61
1423,250000,21,60
1423,120000,20,54
1423,130000,21,55
1423,550000,26,64
1423,550000,22,63
1423,45000,17,50
1423,140000,18,54
1423,80000,19,51
1423,80000,17,51
1423,600000,27,66
1423,200000,21,58
1423,70000,19,52
1423,150000,18,55
1423,200000,19,56
1423,450000,18,61
1423,210000,19,58
1423,110000,18,53
1423,180000,20,57
1423,575000,20,63
1423,325000,18,61
1422,170000,18,56
1422,325000,18,60
1422,350000,19,60
1422,350000,19,60
1422,600000,20,62
1422,2000000,22,70
1422,450000,32,67
1422,140000,18,54
1422,625000,23,64
1422,600000,29,67
1422,220000,19,57
1422,525000,18,61
1421,650000,27,66
1421,70000,26,53
1421,140000,21,57
1421,275000,23,60
1421,925000,20,66
1421,200000,18,59
1421,120000,17,54
1421,80000,18,53
1421,625000,23,65
1421,600000,23,65
1421,170000,20,58
1421,190000,20,58
1421,350000,20,61
1421,90000,18,52
1421,240000,20,59
1421,240000,19,58
1420,50000,23,51
1420,525000,20,63
1420,950000,25,68
1420,850000,18,65
1420,475000,22,63
1420,1000000,22,68
1420,525000,32,68
1420,450000,19,63
1420,275000,22,60
1420,130000,19,55
1420,275000,21,59
1420,400000,17,60
1420,375000,21,62
1420,400000,20,62
1420,90000,20,52
1419,160000,29,59
1419,575000,30,67
1419,120000,16,53
1419,170000,21,57
1419,70000,19,52
1419,525000,28,66
1419,210000,18,57
1419,350000,19,60
1419,100000,18,54
1419,275000,19,60
1419,375000,17,61
1419,110000,20,56
1419,150000,19,55
1419,100000,20,54
1418,375000,20,61
1418,250000,26,61
1418,350000,22,61
1418,425000,19,61
1418,650000,20,64
1418,400000,24,62
1418,200000,19,59
1418,2000000,23,70
1418,120000,20,55
1418,825000,28,68
1418,825000,25,67
1418,675000,30,68
1418,50000,19,50
1418,200000,19,58
1417,750000,23,66
1417,160000,17,55
1417,875000,27,68
1417,240000,19,58
1417,575000,19,63
1417,625000,21,64
1417,120000,20,54
1417,675000,20,63
1417,375000,21,61
1417,850000,24,67
1417,140000,21,57
1416,275000,18,58
1416,750000,21,65
1416,625000,19,64
1416,725000,34,71
1416,675000,22,65
1416,200000,19,58
1416,650000,20,64
1416,170000,18,56
1416,130000,20,53
1416,1000000,29,71
1416,1000000,23,69
1416,70000,27,54
1416,1000000,24,68
1416,170000,18,55
1416,375000,29,63
1416,220000,23,59
1416,110000,18,56
1415,725000,18,64
1415,450000,25,64
1415,240000,22,60
1415,200000,22,58
1415,190000,18,56
1415,575000,19,62
1415,450000,21,61
1415,825000,23,66
1415,475000,25,64
1415,400000,20,60
1415,900000,26,68
1415,90000,27,56
1415,140000,21,57
1415,325000,20,60
1414,425000,17,60
1414,100000,21,56
1414,250000,18,59
1414,190000,19,58
1414,130000,19,55
1414,600000,19,62
1414,160000,18,55
1414,425000,21,62
1414,400000,25,64
1414,475000,25,65
1414,600000,23,65
1414,120000,18,55
1414,230000,30,62
1414,450000,20,62
1414,150000,17,54
1413,450000,28,65
1413,300000,20,61
1413,250000,17,58
1413,375000,20,61
1413,100000,22,56
1413,50000,18,50
1413,3000000,26,72
1413,170000,23,58
1413,575000,30,67
1413,170000,18,56
1413,550000,34,70
1413,625000,28,67
1413,400000,27,63
1413,750000,23,65
1413,240000,21,60
1413,250000,19,59
1412,625000,24,65
1412,160000,18,55
1412,160000,18,55
1412,150000,18,55
1412,230000,20,59
1412,275000,21,61
1412,450000,20,62
1412,110000,21,55
1412,575000,19,63
1412,170000,24,59
1412,35000,21,50
1411,725000,20,65
1411,80000,19,53
1411,325000,18,59
1411,200000,20,58
1411,200000,20,57
1411,120000,19,55
1411,100000,16,52
1411,190000,18,57
1411,180000,22,59
1411,300000,23,61
1411,650000,19,62
1411,170000,19,56
1411,250000,23,61
1411,425000,29,65
1411,450000,19,61
1410,625000,23,65
1410,675000,20,64
1410,450000,23,63
1410,70000,20,51
1410,120000,23,57
1410,150000,23,58
1410,240000,18,58
1410,450000,28,65
1410,300000,22,61
1410,6000,39,56
1410,70000,19,51
1410,160000,34,65
1410,160000,18,55
1410,110000,22,55
1410,275000,28,62
1410,60000,16,50
1410,110000,21,55
1409,60000,20,51
1409,300000,17,59
1409,150000,21,57
1409,2000000,34,75
1409,70000,19,52
1409,275000,25,61
1409,500000,29,66
1409,325000,18,59
1409,325000,18,61
1409,70000,17,51
1409,80000,18,51
1409,160000,21,57
1409,300000,19,60
1409,60000,35,61
1409,150000,19,54
1409,300000,21,60
1409,250000,17,58
1409,625000,22,65
1409,325000,22,61
1408,400000,20,60
1408,425000,20,62
1408,90000,20,53
1408,150000,21,57
1408,120000,18,53
1408,80000,28,55
1408,250000,19,59
1408,400000,22,61
1408,100000,17,52
1408,50000,18,49
1408,300000,22,60
1408,170000,24,58
1408,110000,20,52
1408,170000,17,55
1408,190000,18,56
1408,200000,19,58
1408,70000,17,51
1408,250000,19,59
1408,1000000,29,70
1407,200000,20,57
1407,130000,21,56
1407,120000,17,56
1407,850000,18,64
1407,275000,19,59
1407,130000,18,54
1407,425000,18,60
1407,750000,21,65
1407,70000,17,51
1407,100000,18,53
1407,300000,22,60
1406,70000,17,53
1406,700000,28,67
1406,375000,25,62
1406,400000,28,64
1406,170000,25,59
1406,220000,20,59
1406,60000,19,50
1406,500000,25,64
1406,150000,23,58
1406,60000,17,50
1406,90000,18,52
1405,475000,18,61
1405,130000,27,59
1405,400000,18,61
1405,90000,19,52
1405,625000,27,66
1405,425000,31,66
1405,400000,20,62
1405,230000,18,58
1405,180000,22,58
1404,675000,18,63
1404,650000,22,65
1404,70000,17,51
1404,90000,20,53
1404,190000,19,56
1404,120000,18,53
1404,875000,19,64
1404,110000,16,55
1404,275000,24,60
1404,375000,27,64
1404,120000,18,55
1404,550000,19,61
1404,140000,17,55
1404,170000,24,58
1403,500000,25,64
1403,825000,22,65
1403,190000,21,58
1403,325000,18,61
1403,1000000,23,70
1403,110000,21,56
1403,220000,23,59
1403,190000,18,56
1403,550000,20,61
1403,100000,26,57
1403,250000,25,60
1403,140000,18,54
1403,120000,20,56
1403,240000,23,60
1403,160000,16,56
1403,1000000,26,69
1403,200000,20,58
1402,130000,19,54
1402,375000,17,60
1402,1000000,30,70
1402,675000,24,66
1402,210000,20,59
1402,170000,17,55
1402,300000,31,64
1402,475000,24,64
1402,230000,20,57
1402,90000,35,63
1402,350000,29,64
1401,275000,24,60
1401,220000,19,57
1401,950000,35,73
1401,120000,19,55
1401,160000,20,56
1401,450000,21,63
1401,130000,18,55
1401,160000,28,59
1401,160000,18,55
1401,1000000,25,69
1401,220000,17,58
1401,100000,20,55
1401,130000,22,57
1401,200000,20,59
1401,60000,18,51
1401,60000,18,49
1401,90000,20,52
1401,700000,25,65
1401,350000,29,64
1400,725000,20,65
1400,120000,21,57
1400,250000,33,66
1400,275000,20,58
1400,625000,26,66
1400,525000,31,67
1400,220000,20,59
1400,110000,18,54
1400,140000,19,55
1400,650000,17,63
1400,140000,19,56
1400,400000,30,65
1400,190000,18,57
1400,450000,19,60
1400,80000,18,51
1400,160000,16,56
1400,130000,29,58
1400,45000,20,50
1400,300000,17,59
1400,240000,19,59
1400,525000,20,63
1400,250000,31,63
1399,110000,18,54
1399,230000,18,58
1399,675000,23,65
1399,300000,28,63
1399,300000,21,60
1399,500000,21,63
1399,190000,18,57
1399,130000,18,56
1399,625000,19,63
1399,200000,31,62
1399,150000,18,55
1399,190000,26,59
1399,800000,19,63
1398,90000,20,54
1398,700000,28,67
1398,825000,23,66
1398,250000,27,61
1398,100000,22,56
1398,1000000,21,67
1398,130000,22,57
1398,60000,20,49
1398,525000,22,64
1398,130000,19,54
1398,120000,16,54
1397,425000,18,62
1397,275000,19,58
1397,750000,27,67
1397,650000,20,64
1397,350000,18,60
1397,725000,18,64
1397,350000,22,61
1397,100000,28,58
1397,250000,20,59
1397,50000,18,51
1397,140000,19,56
1397,575000,24,65
1397,90000,17,52
1397,200000,21,58
1397,160000,25,58
1397,60000,16,50
1397,300000,33,67
1397,500000,25,64
1397,500000,29,66
1396,350000,18,62
1396,600000,19,62
1396,500000,27,65
1396,130000,20,54
1396,50000,19,51
1396,275000,22,60
1396,140000,18,54
1396,475000,21,63
1396,130000,22,56
1396,100000,17,52
1396,120000,17,53
1396,325000,19,59
1396,230000,20,59
1396,875000,21,67
1396,170000,19,57
1396,120000,18,53
1396,100000,18,52
1396,450000,24,63
1396,60000,17,51
1395,325000,20,60
1395,200000,29,61
1395,100000,24,56
1395,575000,19,63
1395,30000,39,64
1395,190000,26,59
1395,425000,29,65
1395,230000,17,58
1395,190000,19,58
1395,375000,28,64
1395,275000,25,61
1394,300000,23,60
1394,275000,18,58
1394,130000,26,58
1394,130000,19,54
1394,130000,20,55
1394,300000,17,59
1394,1000000,20,66
1394,775000,26,67
1394,130000,18,54
1394,725000,20,63
1393,475000,30,66
1393,170000,19,56
1393,1000000,26,70
1393,375000,27,64
1393,210000,26,61
1393,90000,17,53
1393,850000,21,66
1393,475000,22,63
1393,220000,18,57
1393,825000,20,66
1393,200000,20,56
1393,190000,19,57
1392,140000,17,55
1392,1000000,27,69
1392,300000,17,59
1392,850000,24,67
1392,140000,26,58
1392,60000,19,50
1392,60000,17,50
1392,800000,26,67
1392,500000,24,64
1392,60000,17,50
1392,400000,22,63
1391,725000,19,63
1391,100000,33,61
1391,750000,23,66
1391,140000,18,54
1391,1000000,24,68
1391,120000,21,57
1391,725000,25,66
1391,250000,19,59
1391,275000,19,58
1391,300000,24,61
1391,1000000,30,71
1390,550000,21,63
1390,275000,24,60
1390,5000000,30,77
1390,90000,20,53
1390,150000,22,58
1390,525000,26,65
1390,275000,21,60
1390,70000,18,51
1390,375000,26,63
1390,190000,20,57
1390,45000,17,50
1390,275000,18,58
1390,220000,23,59
1390,300000,19,59
1390,300000,18,59
1390,450000,17,61
1390,375000,19,60
1390,250000,26,61
1389,500000,25,64
1389,375000,17,60
1389,120000,22,55
1389,210000,27,61
1389,200000,26,60
1389,300000,24,61
1389,130000,16,53
1389,140000,23,57
1389,300000,33,67
1389,475000,21,63
1389,950000,28,69
1389,425000,18,60
1389,170000,18,55
1389,200000,19,57
1389,525000,20,62
1389,250000,18,60
1388,90000,17,52
1388,150000,18,58
1388,240000,22,60
1388,170000,23,58
1388,275000,24,60
1388,100000,18,52
1388,300000,17,59
1388,250000,18,58
1388,275000,24,61
1388,140000,19,57
1387,45000,17,50
1387,250000,19,59
1387,425000,19,62
1387,60000,16,50
1387,60000,18,50
1387,250000,19,58
1387,210000,32,63
1387,200000,20,56
1387,190000,18,56
1387,120000,18,53
1387,400000,22,63
1387,475000,20,62
1387,200000,19,57
1387,450000,32,67
1387,110000,19,53
1386,130000,17,54
1386,450000,17,61
1386,700000,21,64
1386,400000,20,62
1386,1000000,19,67
1386,120000,17,53
1386,600000,29,67
1386,275000,19,58
1386,80000,26,55
1386,150000,19,56
1386,550000,21,63
1386,170000,22,58
1386,50000,21,51
1386,180000,33,64
1385,300000,22,60
1385,100000,19,52
1385,350000,25,62
1385,150000,21,58
1385,90000,20,52
1385,275000,24,61
1385,275000,19,58
1384,300000,18,59
1384,130000,18,54
1384,400000,22,62
1384,275000,34,68
1384,525000,21,64
1384,180000,21,57
1384,275000,30,63
1384,250000,18,58
1384,250000,19,59
1384,40000,20,50
1384,850000,27,68
1384,130000,22,57
1383,275000,21,60
1383,425000,25,63
1383,160000,20,56
1383,200000,32,61
1383,325000,30,64
1383,2000000,27,71
1383,190000,18,56
1383,70000,19,51
1383,120000,20,56
1383,70000,25,54
1383,130000,18,54
1383,250000,33,66
1383,325000,25,61
1383,110000,18,53
1383,850000,28,69
1382,425000,24,63
1382,325000,19,59
1382,450000,17,61
1382,325000,21,61
1382,160000,18,55
1382,120000,26,56
1382,230000,28,61
1382,275000,20,59
1382,2000000,25,71
1382,170000,21,57
1382,170000,24,59
1382,100000,26,57
1382,900000,16,64
1382,100000,17,54
1381,275000,19,58
1381,130000,19,56
1381,50000,30,54
1381,625000,23,65
1381,60000,19,51
1381,525000,20,64
1381,100000,17,54
1381,500000,23,64
1381,4000000,31,75
1381,750000,22,66
1380,170000,16,58
1380,850000,23,66
1380,100000,21,53
1380,110000,19,54
1380,400000,20,62
1380,60000,19,49
1380,70000,18,52
1380,190000,18,56
1380,80000,27,56
1380,50000,29,54
1380,750000,19,64
1380,220000,24,59
1379,300000,21,60
1379,1000000,20,67
1379,110000,17,55
1379,275000,20,60
1379,190000,22,59
1379,60000,16,49
1379,190000,20,58
1379,70000,21,52
1379,150000,21,57
1379,60000,17,51
1379,400000,16,60
1379,875000,19,64
1379,180000,17,56
1378,400000,19,60
1378,625000,28,67
1378,425000,27,64
1378,70000,17,51
1378,100000,33,61
1378,425000,17,60
1378,110000,22,55
1378,725000,28,68
1377,600000,24,65
1377,625000,23,65
1377,525000,26,65
1377,60000,17,50
1377,325000,20,60
1377,100000,18,53
1377,110000,21,55
1377,150000,18,56
1377,575000,30,67
1377,375000,23,62
1377,250000,31,63
1377,180000,17,56
1377,210000,24,59
1377,80000,23,54
1377,475000,20,62
1377,220000,26,61
1376,8000000,26,78
1376,625000,18,62
1376,90000,18,52
1376,220000,20,58
1376,350000,20,61
1376,375000,32,66
1376,170000,20,57
1376,150000,19,55
1376,220000,19,57
1376,300000,22,60
1376,875000,27,68
1376,130000,19,53
1376,450000,25,64
1376,275000,21,60
1376,300000,20,60
1376,130000,21,55
1376,550000,20,61
1376,475000,26,64
1375,500000,24,64
1375,40000,19,49
1375,210000,16,57
1375,350000,20,59
1375,625000,27,66
1375,240000,22,59
1375,70000,36,65
1375,210000,18,57
1375,100000,20,54
1375,500000,22,63
1375,90000,24,55
1375,170000,19,57
1374,925000,23,67
1374,250000,20,59
1374,250000,26,61
1374,325000,24,61
1374,60000,18,50
1374,190000,18,56
1374,90000,21,54
1374,550000,19,61
1374,375000,22,62
1374,140000,18,57
1373,250000,29,61
